DATAEMISSAO;CODIGOCLIENTE;DESCRICAOCLIENTE;CODIGOGRUPOPRODUTO;DESCRICAOGRUPOPRODUTO;CODIGOPRODUTO;NOMEPRODUTO;TIPOFATURAMENTO;DESCRICAOTIPOFATURAMENTO;VOLUME;VALORLIQUIDO;MES
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013172;Bebidas Mistas Alcoólicas;10015851;Drink Misto Maracujá 269ml;2;DEVOLUÇÃO DE VENDA;-4;-1057.84;Fevereiro
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013172;Bebidas Mistas Alcoólicas;10015851;Drink Misto Maracujá 269ml;3;BONIFICAÇÃO;25;6611.5;Fevereiro
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013172;Bebidas Mistas Alcoólicas;10015852;Drink Misto Senses 269ml;1;VENDA;591;124502.99999999997;Fevereiro
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013172;Bebidas Mistas Alcoólicas;10015852;Drink Misto Senses 269ml;3;BONIFICAÇÃO;35;10760.050000000001;Fevereiro
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013172;Bebidas Mistas Alcoólicas;10015853;Drink Misto Fire 269ml;1;VENDA;36;11709.0;Fevereiro
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013172;Bebidas Mistas Alcoólicas;10015853;Drink Misto Fire 269ml;2;DEVOLUÇÃO DE VENDA;-1;-325.25;Fevereiro
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013172;Bebidas Mistas Alcoólicas;10015853;Drink Misto Fire 269ml;3;BONIFICAÇÃO;9;2927.25;Fevereiro
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013201;Cervejas Artesanais Premium;10001163;Cerveja Artesanal Alpha Gold 600ml;1;VENDA;50;1933.84;Fevereiro
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013210;Produção de Bebidas em Grande Escala;10023219;Concentrado de Xarope Laranja 50L;1;VENDA;12;1994.23;Fevereiro
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013212;Equipamentos para Produção de Bebidas;30002390;Tampa e Lacre para Garrafas (Lote 1000);3;BONIFICAÇÃO;12;152.64;Fevereiro
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;91503402;Bebidas Energéticas Funcionais;10022946;Energético Focus Max 250ml (Lata);1;VENDA;12;1944.25;Fevereiro
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;91503402;Bebidas Energéticas Funcionais;10022949;Energético Focus Max 1L (Garrafa);1;VENDA;8;1449.8799999999999;Fevereiro
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;91503402;Bebidas Energéticas Funcionais;10022953;Energético Focus Max 500ml (Garrafa);1;VENDA;8;1757.97;Fevereiro
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;91503402;Bebidas Energéticas Funcionais;10022954;Energético Focus Max Pack 6x250ml;1;VENDA;4;945.79;Fevereiro
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;91503402;Bebidas Energéticas Funcionais;10022965;Energético Focus Max Zero 473ml;1;VENDA;6;1467.36;Fevereiro
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;91503404;Bebidas Gasosas Saborizadas;10022637;Água Tônica com Limão 350ml;1;VENDA;2;190.92;Fevereiro
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;91503404;Bebidas Gasosas Saborizadas;10022637;Água Tônica com Limão 350ml;3;BONIFICAÇÃO;1;112.3;Fevereiro
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;91503404;Bebidas Gasosas Saborizadas;10022638;Soda Limonada Classic 350ml;1;VENDA;3;272.59999999999997;Fevereiro
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;91503404;Bebidas Gasosas Saborizadas;10022639;Soda Limonada Diet 350ml;1;VENDA;6;530.05;Fevereiro
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;91503409;Bebidas Prontas Geladas;10021534;Hard Seltzer Limão 310ml;1;VENDA;1;204.5;Fevereiro
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;91503409;Bebidas Prontas Geladas;10021535;Hard Seltzer Amora 310ml;1;VENDA;2;453.32;Fevereiro
2026-02-17;10004221;DISTRIBUIDORA BRINDE & AMIGOS;91503409;Bebidas Prontas Geladas;10021536;Hard Seltzer Tangerina 310ml;1;VENDA;2;450.92;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013005;Destilados Envelhecidos;10013358;Whisky Single Malt 12 Anos 750ml;13;COMPRA;0;3001.57;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013006;Bebidas Funcionais Vitaminadas;10022281;Isotônico Citrus Vitaminado 500ml;13;COMPRA;0;48388.8;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013006;Bebidas Funcionais Vitaminadas;10022282;Isotônico Uva Vitaminado 500ml;1;VENDA;22;3106.53;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013006;Bebidas Funcionais Vitaminadas;10022282;Isotônico Uva Vitaminado 500ml;13;COMPRA;0;63573.12;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013006;Bebidas Funcionais Vitaminadas;10022283;Isotônico Tangerina Vitaminado 500ml;13;COMPRA;0;143465.28;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013011;Cervejas Lager Tradicionais;10001628;Cerveja Lager Standard 350ml (Lata);1;VENDA;45;1793.8000000000002;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013014;Sucos Naturais Premium;10008336;Suco de Laranja Integral 300ml;1;VENDA;3;225.99;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013014;Sucos Naturais Premium;10008336;Suco de Laranja Integral 300ml;13;COMPRA;0;7192.01;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013014;Sucos Naturais Premium;10008337;Suco de Laranja Integral 500ml;13;COMPRA;0;8451.28;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013014;Sucos Naturais Premium;10008338;Suco de Laranja Integral 1L;1;VENDA;4;664.08;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013014;Sucos Naturais Premium;10008338;Suco de Laranja Integral 1L;13;COMPRA;0;2854.56;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013014;Sucos Naturais Premium;10008339;Suco de Laranja Integral 2L;13;COMPRA;0;4315.63;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013014;Sucos Naturais Premium;10021324;Néctar de Uva Premium 1L;1;VENDA;15;3977.0499999999997;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013014;Sucos Naturais Premium;10021324;Néctar de Uva Premium 1L;13;COMPRA;0;21823.07;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013018;Destilados Premium;10002994;Vodka Destilada Premium 1L;13;COMPRA;0;26608.25;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013018;Destilados Premium;10016862;Gin London Dry Premium 750ml;13;COMPRA;0;13396.24;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013022;Insumos para Produção de Bebidas;10026538;Lúpulo em Pellet para Brassagem 5kg;1;VENDA;50;775.0;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013023;Destilados Especiais;10013359;Rum Carta Blanca Especial 1L;13;COMPRA;0;7281.28;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013032;Vinhos Tintos Importados;10001164;Vinho Tinto Cabernet Reservado 750ml;1;VENDA;30;1262.25;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013032;Vinhos Tintos Importados;10001164;Vinho Tinto Cabernet Reservado 750ml;13;COMPRA;0;18994.57;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013032;Vinhos Tintos Importados;10024278;Vinho Tinto Merlot Chileno 750ml;13;COMPRA;0;8155.25;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013041;Cervejas Artesanais Lupuladas;10008019;Cerveja IPA Imperial Lúpulo 473ml;13;COMPRA;0;26292.83;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013041;Cervejas Artesanais Lupuladas;10026840;Cerveja Session IPA Light 355ml;1;VENDA;10;498.3;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013041;Cervejas Artesanais Lupuladas;10026840;Cerveja Session IPA Light 355ml;13;COMPRA;0;8708.22;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013060;Bebidas Prontas para Consumo (RTD);10003635;Gin Tônica em Lata 269ml;1;VENDA;1;141.36;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013060;Bebidas Prontas para Consumo (RTD);10003635;Gin Tônica em Lata 269ml;13;COMPRA;0;1574.69;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013060;Bebidas Prontas para Consumo (RTD);10003696;Gin Tônica Limão 269ml;1;VENDA;1;119.26;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013060;Bebidas Prontas para Consumo (RTD);10003696;Gin Tônica Limão 269ml;13;COMPRA;0;2657.01;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013060;Bebidas Prontas para Consumo (RTD);10003698;Gin Tônica Frutas Vermelhas 269ml;1;VENDA;8;1192.67;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013060;Bebidas Prontas para Consumo (RTD);10003698;Gin Tônica Frutas Vermelhas 269ml;13;COMPRA;0;5314.62;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013060;Bebidas Prontas para Consumo (RTD);10003700;Vodka e Citrus Lata 269ml;13;COMPRA;0;1348.5;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013060;Bebidas Prontas para Consumo (RTD);10003702;Vodka e Maçã Verde Lata 269ml;13;COMPRA;0;618.47;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013060;Bebidas Prontas para Consumo (RTD);10003703;Mojito Pronto Lata 269ml;1;VENDA;1;249.56;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013060;Bebidas Prontas para Consumo (RTD);10003703;Mojito Pronto Lata 269ml;13;COMPRA;0;722.1;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013060;Bebidas Prontas para Consumo (RTD);10005769;Pack 4 Unidades Gin Tônica 269ml;13;COMPRA;0;461.77;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013060;Bebidas Prontas para Consumo (RTD);10005771;Pack 6 Unidades Gin Tônica 269ml;13;COMPRA;0;518.74;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013060;Bebidas Prontas para Consumo (RTD);10005773;Gin Tônica 1L (Garrafa);13;COMPRA;0;1302.7;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013060;Bebidas Prontas para Consumo (RTD);10005775;Pack 12 Unidades Gin Tônica 269ml;13;COMPRA;0;1144.43;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013060;Bebidas Prontas para Consumo (RTD);10005777;Cocktail de Frutas Lata 269ml;13;COMPRA;0;2483.99;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013068;Cervejas Especiais de Trigo;10003719;Cerveja Weiss Trigo Tradicional 500ml;1;VENDA;5;290.33;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013068;Cervejas Especiais de Trigo;10003719;Cerveja Weiss Trigo Tradicional 500ml;13;COMPRA;0;5308.58;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013068;Cervejas Especiais de Trigo;10003720;Cerveja Weiss Trigo Dunkel 500ml;13;COMPRA;0;4116.26;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013071;Destilados Clássicos;10015725;Cachaça Envelhecida Clássica 600ml;13;COMPRA;0;6727.0;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013079;Refrigerantes Sabor Frutas;10007784;Refrigerante de Guaraná 600ml;13;COMPRA;0;930.01;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013079;Refrigerantes Sabor Frutas;10007785;Refrigerante de Guaraná 2L;13;COMPRA;0;1004.65;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013079;Refrigerantes Sabor Frutas;10007786;Refrigerante de Laranja 600ml;13;COMPRA;0;1284.11;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013079;Refrigerantes Sabor Frutas;10007787;Refrigerante de Laranja 2L;13;COMPRA;0;1686.4;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013082;Cervejas Regionais;10021923;Cerveja Pilsen Regional do Norte 600ml;13;COMPRA;0;3365.83;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013082;Cervejas Regionais;10021924;Cerveja Pilsen Regional do Sul 600ml;13;COMPRA;0;15599.96;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013094;Bebidas Energéticas Premium;10020280;Energético Red Blue Original 250ml;13;COMPRA;0;9050.65;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013094;Bebidas Energéticas Premium;10020281;Energético Red Blue Sugar Free 250ml;1;VENDA;4;638.84;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013094;Bebidas Energéticas Premium;10020281;Energético Red Blue Sugar Free 250ml;13;COMPRA;0;27938.62;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013094;Bebidas Energéticas Premium;10020282;Energético Red Blue Tropical Edition 250ml;13;COMPRA;0;14664.94;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013094;Bebidas Energéticas Premium;10020283;Energético Red Blue Summer Edition 250ml;1;VENDA;2;450.68;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013094;Bebidas Energéticas Premium;10020283;Energético Red Blue Summer Edition 250ml;13;COMPRA;0;18133.34;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013153;Refrigerantes Sabor Cola;10001864;Refri Cola Original 250ml;1;VENDA;1;60.3;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013153;Refrigerantes Sabor Cola;10001864;Refri Cola Original 250ml;13;COMPRA;0;842.82;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013153;Refrigerantes Sabor Cola;10001865;Refri Cola Original 600ml;13;COMPRA;0;1180.73;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013153;Refrigerantes Sabor Cola;10001866;Refri Cola Original 2L;13;COMPRA;0;1392.83;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013154;Refrigerantes Tradicionais;10023011;Refrigerante Guaraná Retornável 1L;13;COMPRA;0;1428.89;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013159;Cervejas Puro Malte;10002818;Cerveja Puro Malte Premium 355ml;1;VENDA;125;5454.0;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013159;Cervejas Puro Malte;10002818;Cerveja Puro Malte Premium 355ml;13;COMPRA;0;142786.73;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013172;Bebidas Mistas Alcoólicas;10015848;Drink Misto Blueberry 269ml;1;VENDA;8;1124.6399999999999;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013172;Bebidas Mistas Alcoólicas;10015848;Drink Misto Blueberry 269ml;13;COMPRA;0;15723.0;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013172;Bebidas Mistas Alcoólicas;10015849;Drink Misto Blueberry 330ml;1;VENDA;56;7721.480000000001;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013172;Bebidas Mistas Alcoólicas;10015849;Drink Misto Blueberry 330ml;13;COMPRA;0;83084.4;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013172;Bebidas Mistas Alcoólicas;10015850;Drink Misto Melancia 269ml;1;VENDA;53;8378.8;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013172;Bebidas Mistas Alcoólicas;10015850;Drink Misto Melancia 269ml;13;COMPRA;0;184284.0;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013172;Bebidas Mistas Alcoólicas;10015851;Drink Misto Maracujá 269ml;1;VENDA;59;10979.59;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013172;Bebidas Mistas Alcoólicas;10015851;Drink Misto Maracujá 269ml;13;COMPRA;0;145980.0;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013172;Bebidas Mistas Alcoólicas;10015852;Drink Misto Senses 269ml;1;VENDA;43;9723.73;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013172;Bebidas Mistas Alcoólicas;10015852;Drink Misto Senses 269ml;13;COMPRA;0;144614.4;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013172;Bebidas Mistas Alcoólicas;10015853;Drink Misto Fire 269ml;1;VENDA;22;5569.889999999999;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013172;Bebidas Mistas Alcoólicas;10015853;Drink Misto Fire 269ml;13;COMPRA;0;50739.0;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013172;Bebidas Mistas Alcoólicas;10015854;Pack Econômico Drink Misto 269ml;13;COMPRA;0;6109.2;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013172;Bebidas Mistas Alcoólicas;10015855;Drink Misto Pineapple 269ml;13;COMPRA;0;31701.6;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013172;Bebidas Mistas Alcoólicas;10015856;Drink Misto Lemonade 269ml;13;COMPRA;0;47604.0;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013172;Bebidas Mistas Alcoólicas;10015857;Drink Misto Peach 269ml;13;COMPRA;0;41613.6;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013172;Bebidas Mistas Alcoólicas;10015858;Drink Misto Strawberry 269ml;13;COMPRA;0;47190.0;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013172;Bebidas Mistas Alcoólicas;10015859;Drink Misto Green Apple 269ml;13;COMPRA;0;13530.6;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013201;Cervejas Artesanais Premium;10001163;Cerveja Artesanal Alpha Gold 600ml;1;VENDA;50;1725.0;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013201;Cervejas Artesanais Premium;10001163;Cerveja Artesanal Alpha Gold 600ml;13;COMPRA;0;66875.13;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013211;Controle de Qualidade de Bebidas;10023312;Kit para Teste de Pureza de Bebidas;13;COMPRA;0;9895.74;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;90013212;Equipamentos para Produção de Bebidas;30002383;Barril Inox para Fermentação 30L;13;COMPRA;0;872.64;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503402;Bebidas Energéticas Funcionais;10022946;Energético Focus Max 250ml (Lata);13;COMPRA;0;11152.46;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503402;Bebidas Energéticas Funcionais;10022949;Energético Focus Max 1L (Garrafa);13;COMPRA;0;7965.75;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503402;Bebidas Energéticas Funcionais;10022953;Energético Focus Max 500ml (Garrafa);1;VENDA;2;306.72;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503402;Bebidas Energéticas Funcionais;10022953;Energético Focus Max 500ml (Garrafa);13;COMPRA;0;8584.84;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503402;Bebidas Energéticas Funcionais;10022954;Energético Focus Max Pack 6x250ml;13;COMPRA;0;9552.5;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503402;Bebidas Energéticas Funcionais;10022965;Energético Focus Max Zero 473ml;13;COMPRA;0;8953.95;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503404;Bebidas Gasosas Saborizadas;10022636;Água Tônica Tradicional 350ml;1;VENDA;3;286.74;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503404;Bebidas Gasosas Saborizadas;10022636;Água Tônica Tradicional 350ml;13;COMPRA;0;7795.86;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503404;Bebidas Gasosas Saborizadas;10022637;Água Tônica com Limão 350ml;1;VENDA;3;286.74;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503404;Bebidas Gasosas Saborizadas;10022637;Água Tônica com Limão 350ml;13;COMPRA;0;7795.860000000001;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503404;Bebidas Gasosas Saborizadas;10022638;Soda Limonada Classic 350ml;1;VENDA;3;252.87;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503404;Bebidas Gasosas Saborizadas;10022638;Soda Limonada Classic 350ml;13;COMPRA;0;6271.13;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503404;Bebidas Gasosas Saborizadas;10022639;Soda Limonada Diet 350ml;1;VENDA;3;252.87;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503404;Bebidas Gasosas Saborizadas;10022639;Soda Limonada Diet 350ml;13;COMPRA;0;6271.13;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503405;Energéticos de Alta Performance;10023656;Shot Energético Ultra-Concentrado 60ml;13;COMPRA;0;5686.7;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503409;Bebidas Prontas Geladas;10021534;Hard Seltzer Limão 310ml;1;VENDA;2;316.06;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503409;Bebidas Prontas Geladas;10021534;Hard Seltzer Limão 310ml;13;COMPRA;0;8345.02;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503409;Bebidas Prontas Geladas;10021535;Hard Seltzer Amora 310ml;1;VENDA;5;829.6500000000001;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503409;Bebidas Prontas Geladas;10021535;Hard Seltzer Amora 310ml;13;COMPRA;0;22454.57;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503409;Bebidas Prontas Geladas;10021536;Hard Seltzer Tangerina 310ml;1;VENDA;5;871.1500000000001;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503409;Bebidas Prontas Geladas;10021536;Hard Seltzer Tangerina 310ml;13;COMPRA;0;5060.38;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503409;Bebidas Prontas Geladas;10021537;Hard Seltzer Abacaxi 310ml;13;COMPRA;0;2779.62;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503409;Bebidas Prontas Geladas;10021538;Hard Seltzer Pack Mix 310ml;13;COMPRA;0;11821.25;Fevereiro
2026-02-17;10004223;LOGÍSTICA BEBIDAS DO SUL;91503409;Bebidas Prontas Geladas;10021539;Hard Seltzer Guaraná 310ml;13;COMPRA;0;4042.75;Fevereiro
2026-02-17;10004225;DISTRIBUIDORA BRINDE ATIVO;90013006;Bebidas Funcionais Vitaminadas;10022281;Isotônico Citrus Vitaminado 500ml;1;VENDA;3;333.55;Fevereiro
2026-02-17;10004225;DISTRIBUIDORA BRINDE ATIVO;90013032;Vinhos Tintos Importados;10001164;Vinho Tinto Cabernet Reservado 750ml;1;VENDA;25;1053.25;Fevereiro
2026-02-17;10004225;DISTRIBUIDORA BRINDE ATIVO;90013060;Bebidas Prontas para Consumo (RTD);10003698;Gin Tônica Frutas Vermelhas 269ml;1;VENDA;1;129.81;Fevereiro
2026-02-17;10004225;DISTRIBUIDORA BRINDE ATIVO;90013060;Bebidas Prontas para Consumo (RTD);10005773;Gin Tônica 1L (Garrafa);1;VENDA;1;84.23;Fevereiro
2026-02-17;10004225;DISTRIBUIDORA BRINDE ATIVO;90013094;Bebidas Energéticas Premium;10020281;Energético Red Blue Sugar Free 250ml;1;VENDA;4;805.12;Fevereiro
2026-02-17;10004225;DISTRIBUIDORA BRINDE ATIVO;90013159;Cervejas Puro Malte;10002818;Cerveja Puro Malte Premium 355ml;1;VENDA;50;1861.88;Fevereiro
2026-02-17;10004225;DISTRIBUIDORA BRINDE ATIVO;90013172;Bebidas Mistas Alcoólicas;10015848;Drink Misto Blueberry 269ml;1;VENDA;2;212.96;Fevereiro
2026-02-17;10004225;DISTRIBUIDORA BRINDE ATIVO;90013172;Bebidas Mistas Alcoólicas;10015849;Drink Misto Blueberry 330ml;1;VENDA;1;146.4;Fevereiro
2026-02-17;10004225;DISTRIBUIDORA BRINDE ATIVO;90013172;Bebidas Mistas Alcoólicas;10015849;Drink Misto Blueberry 330ml;3;BONIFICAÇÃO;5;0.0;Fevereiro
2026-02-17;10004225;DISTRIBUIDORA BRINDE ATIVO;90013172;Bebidas Mistas Alcoólicas;10015850;Drink Misto Melancia 269ml;1;VENDA;15;1774.01;Fevereiro
2026-02-17;10004225;DISTRIBUIDORA BRINDE ATIVO;90013172;Bebidas Mistas Alcoólicas;10015852;Drink Misto Senses 269ml;1;VENDA;30;5180.969999999999;Fevereiro
2026-02-17;10004225;DISTRIBUIDORA BRINDE ATIVO;90013172;Bebidas Mistas Alcoólicas;10015853;Drink Misto Fire 269ml;1;VENDA;8;1502.03;Fevereiro
2026-02-17;10004225;DISTRIBUIDORA BRINDE ATIVO;90013172;Bebidas Mistas Alcoólicas;10015855;Drink Misto Pineapple 269ml;1;VENDA;10;394.3;Fevereiro
